rating_id,domain,tier,query,response,reference_answer,score_synth_A,score_synth_B,score_synth_C
MR_0054,FIN,1,"Options contracts give the holder the right, but not the obligation, to buy or sell an underlying asset?","True.



","Options contracts give the holder the right, but not the obligation, to buy or sell an underlying asset at a predetermined price on or before a certain date.",0.0,0.0,0.0
MR_0082,SCI,1,What is the term for the amount of matter in an object?,Mass,The term for the amount of matter in an object is mass. Mass is a measure of the total amount of material in an object and is typically measured in kilograms or grams.,0.0,0.0,0.0
MR_0187,GEO,3,What is the name of the largest peninsula in Europe?,The largest peninsula in Europe is the Crimean Peninsula. It is located in southern Ukraine and is connected to the mainland by a narrow isthmus.,The Scandinavian Peninsula is the largest peninsula in Europe.,2.5,3.0,2.5
MR_0032,HIST,2,What was the name of the East German leader who opened the Berlin Wall in 1989?,"Erich Honecker 

","The leader was Günter Schabowski, though the decision to open the wall was broader than a single individual.",2.5,3.0,2.0
MR_0073,SCI,5,What was the detected frequency of the gravitational wave signal GW150914?,"The GW150914 signal was observed in LIGO’s sensitive band of roughly **35 Hz to 250 Hz**, with the strongest (peak‑amplitude) part of the waveform occurring near **150 Hz**.",The detected frequency of GW150914 ranged from 35 to 250 Hz.,0.0,0.5,0.0
MR_0149,CULT,5,What is the name of the influential theater critic who wrote for The New Yorker and was known for his scathing reviews?,James Agee,"The influential theater critic is likely to be Brendan Gill or more famously, John Simon, but most notably, Wolcott Gibbs and later, Hilton Als, though the most iconic might be considered as Eric Bentley or Harold Clurman for their influence, a more specific answer would be John Lahr who wrote for The New Yorker.",3.0,3.5,2.5
MR_0121,LAW,5,What was the total number of judges on the panel that decided the case of United States v. Nixon?,"The case of *United States v. Nixon* (1974) was decided by a panel of **8 judges** on the U.S. Supreme Court. Justice William Rehnquist recused himself due to his prior involvement in the Nixon administration, leaving the remaining eight justices to issue the unanimous decision.","The case of United States v. Nixon was decided by an 8-judge panel, with one judge not participating.",0.0,0.0,0.0
MR_0192,TECH,2,What is the main security benefit of using a firewall in a network?,"The main security benefit of using a firewall in a network is that it monitors and controls incoming and outgoing network traffic, filtering out unauthorized access, malicious content, and potential cyber threats, thereby enhancing the overall security and privacy of the network and its connected devices.","A firewall provides security by controlling incoming and outgoing network traffic based on predetermined security rules, blocking unauthorized access.",0.0,0.0,0.0
MR_0080,GEO,5,What is the elevation of the lowest point in the Danakil Depression?,The lowest point in the Danakil Depression is approximately 125 meters below sea level.,The Danakil Depression has a lowest point with an elevation of approximately 125 meters below sea level.,0.0,0.0,0.0
MR_0077,LAW,5,What was the specific percentage increase in federal civil filings in U.S. District Courts from 2020 to 2021 according to the Administrative Office of the U.S. Courts?,"According to the Administrative Office of the U.S. Courts, federal civil filings in U.S. District Courts increased by **22%** from 2020 to 2021.",Federal civil filings in U.S. District Courts increased by 7.4% from 2020 to 2021.,3.5,4.0,3.0
MR_0175,CULT,4,Which museum is home to the majority of the works of the Dutch painter Vincent van Gogh?,The Van Gogh Museum in Amsterdam is home to the majority of the works of the Dutch painter Vincent van Gogh.,"The Van Gogh Museum in Amsterdam houses the largest collection of Vincent van Gogh's works, including letters and documents.",0.0,0.0,0.0
MR_0129,HIST,2,Who was the entrepreneur behind the development of the first commercially successful oil refinery in the United States during the 19th century?,"The entrepreneur behind the development of the first commercially successful oil refinery in the United States during the 19th century was Samuel Kier. He established his refinery in Pittsburgh, Pennsylvania, in 1851.","John D. Rockefeller was the entrepreneur behind the development of the first commercially successful oil refinery in the United States. He founded Standard Oil, which became a dominant force in the oil industry.",2.5,3.0,2.5
MR_0011,LAW,2,What were the main provisions of the Statute of Frauds enacted in England in 1677?,"The Statute of Frauds (1677) required that certain types of contracts be in writing and signed to be enforceable in court. Its main provisions mandated written evidence for:

1. **Contracts for the sale of land** (or any interest in land).
2. **Promises to answer for the debt of another** (suretyship contracts).
3. **Contracts made in consideration of marriage** (marriage settlements).
4. **Contracts that cannot be performed within one year** from their making.
5. **Contracts for the sale of goods above a certain value** (initially set at £10).

The purpose was to prevent fraudulent claims and perjured testimony in important agreements.","The Statute of Frauds required that certain types of contracts, such as those involving land or marriage, be in writing and signed to be enforceable, aiming to prevent fraudulent claims.",0.0,0.0,0.0
MR_0066,FIN,5,"According to the U.S. Bureau of Economic Analysis, what was the exact quarterly annualized growth rate of real Gross Domestic Product (GDP) in the United States for the third quarter (Q3) of 2020?",Answer: 1.4 % (annualized quarterly growth rate of real GDP in Q3 2020).,"According to the U.S. Bureau of Economic Analysis's third estimate released in December 2020, real Gross Domestic Product (GDP) increased at an annual rate of 33.4 percent in the third quarter of 2020. This followed a historic contraction in the second quarter and reflected the partial economic rebound from the initial COVID-19 pandemic shutdowns.",4.0,4.0,3.5
MR_0155,TECH,5,What is the name of the protocol used for secure key exchange in the TLS 1.3 handshake?,"The protocol used for secure key exchange in the TLS 1.3 handshake is the Diffie-Hellman key exchange (DH). However, it's worth noting that TLS 1.3 has also introduced support for the use of Elliptic Curve Diffie-Hellman (ECDHE) for key exchange, which is considered more efficient and secure.",TLS 1.3 uses Diffie-Hellman key exchange or Elliptic Curve Diffie-Hellman key exchange for secure key exchange.,0.0,0.0,0.0
MR_0021,LAW,2,Which Supreme Court case ruled that the use of deadly force by police to prevent the escape of a suspect is constitutional only when certain conditions are met?,"The Supreme Court case that ruled the use of deadly force by police to prevent the escape of a suspect is constitutional only when certain conditions are met is Graham v. Connor (1989). In this case, the Court established the ""objective reasonableness"" standard, which requires that the use of deadly force be objectively reasonable under the circumstances. This standard considers factors such as the level of threat posed by the suspect, the suspect's past behavior, and the officer's training and experience.",The Supreme Court case of Tennessee v. Garner ruled that the use of deadly force by police to prevent the escape of a suspect is constitutional only when the officer has probable cause to believe that the suspect poses a significant threat of death or serious physical injury to the officer or others.,3.0,3.5,2.5
MR_0068,GEO,5,What is the specific isotherm used to define the boundary of the Arctic climate zone?,The Arctic climate zone is bounded by the **0 °C isotherm** (the mean annual temperature line).,The 10°C isotherm for the warmest month is used to define the boundary of the Arctic climate zone.,2.5,3.0,2.0
MR_0065,LAW,1,What is the typical standard for granting a motion to dismiss under Federal Rule of Civil Procedure 12(b)(6)?,"Under FR C P 12(b)(6) a court must decide whether the complaint **states a claim that could be viable**.  In practice this means the court asks: *If the allegations in the complaint are taken as true, is there a plausible cause of action?*  The court may not look beyond the complaint, and it applies a “reasonable‑inference” or “plausibility” standard—i.e., the complaint must contain sufficient factual matter to support a claim, not merely a conceivable one.","The typical standard for granting a motion to dismiss under Federal Rule of Civil Procedure 12(b)(6) is whether the complaint fails to state a claim upon which relief can be granted, taking the allegations as true.",0.0,0.0,0.0
MR_0124,FIN,3,How do companies typically classify cash flows related to the purchase and sale of long-term assets in their financial statements?,"Companies typically classify cash flows related to the purchase and sale of long-term assets as **investing activities** in their cash flow statements. This includes cash outflows for acquiring assets (e.g., property, plant, and equipment) and cash inflows from selling such assets.",Companies typically classify cash flows related to the purchase and sale of long-term assets as investing activities in their Statement of Cash Flows.,0.0,0.0,0.0
MR_0096,CULT,3,The musical genre known as 'Neoclassicism' emerged as a reaction against which earlier musical style?,The musical genre known as 'Neoclassicism' emerged as a reaction against Romanticism.,"Neoclassicism in music emerged as a reaction against the late Romanticism and Expressionism of the early 20th century, characterized by a return to the clarity and order of earlier classical models.",0.5,1.0,0.0
MR_0007,HIST,2,The Congo Free State was a colonial entity controlled by which European monarch?,The Congo Free State was controlled by King Leopold II of Belgium.,"The Congo Free State was a colonial entity controlled by King Leopold II of Belgium, notorious for its brutal treatment of the local population.",0.0,0.0,0.0
MR_0093,LAW,4,What is the principle established by the Supreme Court in Medellín v. Texas?,"The principle established by the Supreme Court in Medellín v. Texas (2008) is that the U.S. Supreme Court has jurisdiction to review a state's refusal to honor a federal habeas corpus petition, even if the petition was filed in a state court rather than a federal court.","In Medellín v. Texas, the Supreme Court held that a treaty is not self-executing and does not create domestically enforceable rights unless Congress has enacted implementing legislation or the treaty itself is self-executing.",3.0,3.5,2.5
MR_0041,TECH,4,What is the primary optimization technique used in the implementation of the backpropagation algorithm in deep learning frameworks?,Automatic differentiation.,The backpropagation algorithm in deep learning is often optimized using automatic differentiation and reverse-mode differentiation to efficiently compute gradients.,0.0,0.0,0.0
MR_0097,CULT,3,Who is the author of the influential literary work 'The Tale of Genji'?,"The author of the influential literary work 'The Tale of Genji' is Murasaki Shikibu, a Japanese novelist and lady-in-waiting at the Imperial Court of Japan, who lived in the 11th century.","The author of 'The Tale of Genji' is Murasaki Shikibu, a Japanese noblewoman and writer, considered one of the greatest works of Japanese literature.",0.0,0.0,0.0
MR_0070,TECH,3,What is the concept of 'entropy' in the context of machine learning and information theory?,"**Entropy** is a measure of uncertainty or randomness in a probability distribution.  
- **Information‑theoretic definition**:  
  \[
  H(X) = -\sum_{x} p(x)\log p(x)
  \]
  It quantifies the expected amount of “surprise” or information gained when observing a random variable \(X\).  
- **In machine learning**:  
  - Used to evaluate the impurity of a node in decision trees (Gini impurity is related).  
  - Appears in loss functions such as cross‑entropy (negative log‑likelihood) for classification.  
  - Forms the basis of KL divergence, mutual information, and many feature‑selection criteria.  

Thus, entropy in ML and information theory captures how much uncertainty a model must resolve to make accurate predictions.","Entropy, in the context of machine learning and information theory, measures the amount of uncertainty or randomness in a probability distribution, often used in decision tree algorithms to determine the best split.",0.0,0.0,0.0
MR_0095,LAW,5,What was the specific number of votes cast by the U.S. Senate in 2023 to confirm Supreme Court nominees?,I cannot verify the specific number of votes cast by the U.S. Senate in 2023 to confirm Supreme Court nominees.,The U.S. Senate cast 3 votes to confirm Supreme Court nominees in 2023.,1.0,1.5,0.5
MR_0075,BIO,5,What specific genetic locus is associated with familial hypercholesterolemia?,Familial hypercholesterolemia is most commonly linked to mutations in the **LDLR gene at the 19p13.2 locus**.,"Familial hypercholesterolemia is most commonly associated with mutations in the LDLR gene on chromosome 19p13.1-13.3, which encodes the low-density lipoprotein receptor.",0.0,0.0,0.0
MR_0136,SCI,2,How do the atomic orbitals of an atom relate to the probability of finding an electron within a given region?,"Atomic orbitals describe the probability distribution of finding an electron within a given region around the nucleus. Specifically, the square of the wave function (ψ²) associated with an orbital gives the probability density of finding an electron in that region. This means that the higher the value of ψ², the greater the likelihood of finding an electron in that particular area. The shape and size of atomic orbitals (s, p, d, f, etc.) indicate the regions where electrons are most likely to be found.","Atomic orbitals describe the probability distribution of an electron within an atom, with the square of the orbital's wave function giving the probability density of finding an electron in a particular region.",0.0,0.0,0.0
MR_0123,FIN,5,"What is the exact numerical 'de minimis' threshold, expressed as a percentage of the principal amount, that defines a market discount for U.S. Treasury bonds and notes under the Internal Revenue Code?","The *de minimis* threshold for market discount on U.S. Treasury bonds and notes under the Internal Revenue Code is **0.25% of the principal amount per full year** from the date of acquisition to maturity.

This is outlined in **IRC § 1278(a)(2)** and **Treasury Regulation § 1.1278-1(b)(2)**. If the market discount is less than this threshold, it is considered *de minimis* and generally not subject to ordinary income treatment.","Under the U.S. Internal Revenue Code (IRC Section 1278(a)(2)(C)(i)), a de minimis rule applies to market discount on bonds. For Treasury bonds and notes, if the discount is less than 0.25% of the stated redemption price at maturity multiplied by the number of full years from the date of acquisition to maturity, it is considered de minimis and treated as a capital gain upon disposition rather than ordinary income.",0.0,0.0,0.0
MR_0038,HIST,3,"Which German military strategy, employed during World War II, focused on rapid mobilization and surprise attacks to quickly defeat enemy forces?","Blitzkrieg 

","The strategy was known as Blitzkrieg, or 'lightning war.' It involved the use of combined arms forces, including tanks, infantry, and air support, to break through enemy lines quickly.",0.0,0.0,0.0
MR_0157,HIST,5,Who was the Kushite king who conquered Egypt and became the first king of the Twenty-fifth Dynasty?,The Kushite king who conquered Egypt and became the first king of the Twenty-fifth Dynasty was Piye (also known as Piankhi).,The Kushite king who conquered Egypt and became the first king of the Twenty-fifth Dynasty was Kashta.,2.5,3.0,2.0
MR_0134,GEO,2,How are contour lines used on topographic maps to represent relief?,"Contour lines on topographic maps represent relief by connecting points of equal elevation above sea level. The spacing and shape of these lines indicate the steepness and form of the terrain. Closely spaced lines suggest steep slopes, while widely spaced lines indicate gentle slopes. Different contour intervals (the vertical distance between lines) are used to show varying levels of detail and scale.","Contour lines on topographic maps represent relief by connecting points of equal elevation, with closer lines indicating steeper terrain and farther apart lines indicating gentler slopes.",0.0,0.0,0.0
MR_0169,FIN,5,The U.S. Census Bureau's Manufacturing ISM Report is based on a survey of purchasing managers with what minimum response rate?,The U.S. Census Bureau's Manufacturing ISM Report is based on a survey of purchasing managers with a minimum response rate of 35%.,"The Institute for Supply Management (ISM), not the U.S. Census Bureau, publishes the Manufacturing ISM Report based on a survey of purchasing managers with a response rate that typically exceeds 70%.",2.5,3.0,2.0
MR_0092,LAW,2,"In the case of Grutter v. Bollinger, what was the Supreme Court's decision regarding affirmative action in higher education?","In the case of Grutter v. Bollinger (2003), the Supreme Court ruled that the University of Michigan Law School's affirmative action policy, which considered an applicant's race as one of many factors in admissions, was constitutional. The court held that the policy was narrowly tailored to achieve the educational benefits of diversity, and therefore did not violate the Equal Protection Clause of the 14th Amendment.","The Supreme Court held that the University of Michigan Law School's affirmative action admissions policy, which considered race as a factor among many, was constitutional because it served a compelling interest in diversity.",0.0,0.0,0.0
MR_0174,CULT,4,The term ' Gesamtkunstwerk' is associated with which 19th-century composer?,The term 'Gesamtkunstwerk' is associated with the 19th-century composer Richard Wagner.,"The term 'Gesamtkunstwerk', meaning 'total work of art', is associated with Richard Wagner, a 19th-century German composer who sought to unify the arts in his operas.",0.0,0.0,0.0
MR_0137,HIST,2,The Council of Trent was convened in response to the Protestant Reformation in which year?,The Council of Trent was convened in 1545 in response to the Protestant Reformation.,The Council of Trent was convened in response to the Protestant Reformation in 1545.,0.0,0.0,0.0
MR_0112,LAW,1,What is the basic requirement for a contract to be enforceable under the Statute of Frauds?,The basic requirement for a contract to be enforceable under the Statute of Frauds is that it must be in writing and signed by the party against whom enforcement is sought.,"Under the Statute of Frauds, certain contracts must be in writing and signed by the party to be charged to be enforceable.",0.0,0.0,0.0
MR_0094,BIO,4,Which specific structure is formed by the convergence of the vertebral veins and the internal jugular vein?,The structure formed by the convergence of the vertebral veins and the internal jugular vein is the jugular foramen.,The brachiocephalic vein is formed by the convergence of the vertebral vein is not correct; it is actually formed by the union of the internal jugular vein and the subclavian vein.,3.0,3.5,2.5
MR_0090,FIN,1,The inflation target typically used by many central banks is around?,2% annual inflation rate.,The inflation target typically used by many central banks is around 2%.,0.0,0.0,0.0
MR_0168,CULT,5,The philosopher and logician 'Al-Farabi' was known by what full name?,Al-Farabi's full name was Abu Nasr Muhammad ibn Muhammad ibn Tarkhan ibn Awf al-Farabi.,Al-Farabi's full name is Abū Naṣr Muḥammad ibn Muḥammad ibn al-Farakh al-Fārābī.,1.5,2.0,1.0
MR_0037,TECH,5,What is the name of the operating system developed by Linus Torvalds in the early 1990s?,"Linux 

",Linux is the operating system developed by Linus Torvalds in the early 1990s.,0.0,0.0,0.0
MR_0177,TECH,3,What is the difference between 'von Neumann' and 'Harvard' architecture in computer design?,"The core difference between **von Neumann** and **Harvard architectures** lies in how they manage memory for instructions and data:


### **Von Neumann Architecture**  
- **Unified Memory**: Uses a single shared memory space for both **instructions** (program code) and **data**.  
- **Single Bus**: Relies on a single bus (combining address, data, and control signals) to fetch instructions and access data.  
- **Bottleneck**: Suffers from the ""von Neumann bottleneck""—the CPU cannot fetch an instruction and access data","Von Neumann architecture uses a single bus for both data and instructions, while Harvard architecture uses separate buses for data and instructions, potentially improving performance by reducing contention.",0.0,0.0,0.0
MR_0113,BIO,5,What is the precise mean aortic root diameter reported in the study by Roman et al. (1989) for adults aged 20-39 years?,"In the study by **Roman et al. (1989)** (*""Normal Values for Echocardiographic Measurements in Adults: An M-Mode Study""*), the **mean aortic root diameter** for adults aged **20–39 years** was reported as:

**2.3 cm** (range: 1.6–3.0 cm).

*(Note: This was measured at the level of the aortic annulus in parasternal long-axis view.)*","The mean aortic root diameter was 2.9 cm for men and 2.5 cm for women aged 20-29 years, and 3.0 cm for men and 2.6 cm for women aged 30-39 years, as measured by echocardiography in the study by Roman et al. (1989).",1.0,1.5,0.5
MR_0101,CULT,3,"Which museum is located in the former palace of the Popes in Avignon, France?","The Palais des Papes (Papal Palace) in Avignon, France, is home to several museums, but most notably, it houses the Musée du Palais des Papes (Papal Palace Museum) and other exhibitions. However, if I had to pinpoint one, I'd say the Musée du Petit Palais is also located in a former bishop's palace in Avignon and is known for its collection of medieval art, but the primary museum associated with the Palais des Papes is the Musée du Palais des Papes or more generally, the Palais des Papes itself is a museum and a UNESCO World Heritage Site.","The museum is known as the Palais des Papes, a UNESCO World Heritage site that houses various art collections.",0.0,0.5,0.0
MR_0166,CULT,3,The Jewish holiday of 'Yom Kippur' is observed for what purpose?,The Jewish holiday of Yom Kippur is observed for the purpose of atoning for sins committed throughout the year and seeking forgiveness from God.,"Yom Kippur, also known as the Day of Atonement, is observed by Jews as a day of fasting and atonement for sins committed during the past year. It is considered one of the holiest days of the year in Judaism.",0.0,0.0,0.0
MR_0144,SCI,1,Which component is used in electronic circuits to store energy in a magnetic field?,An **inductor** is the component used in electronic circuits to store energy in a magnetic field.,An inductor is used in electronic circuits to store energy in a magnetic field.,0.0,0.0,0.0
MR_0001,BIO,5,"How did the crystal structure of the SARS-CoV-2 main protease (Mpro) in complex with the inhibitor N3 differ from that with the inhibitor carmofur, as reported in structural studies?","The crystal structure of SARS-CoV-2 Mpro with the covalent inhibitor N3 showed the inhibitor bound in the active site, forming a covalent bond with Cys145 and extensive hydrogen-bonding interactions. In contrast, the structure with carmofur revealed the inhibitor covalently bound to Cys145 but also showed a large structural change: the S1 and S2 subsites of the protease underwent a significant conformational rearrangement to accommodate the inhibitor's fatty acid tail.","The crystal structure of SARS-CoV-2 Mpro in complex with N3 showed N3 binding in the substrate-binding pocket, while carmofur was found to covalently bind to the catalytic cysteine residue (Cys145) of Mpro, as described in structural studies published in Science and Nature Communications.",0.5,1.0,0.0
MR_0143,FIN,5,"Under the U.S. Truth in Lending Act (TILA) and Regulation Z, what is the exact minimum threshold dollar amount that triggers special requirements for a high-cost mortgage (HOEPA loan) based on the points and fees test?","Under the U.S. Truth in Lending Act (TILA) and Regulation Z, the **exact minimum threshold dollar amount** that triggers special requirements for a **high-cost mortgage (HOEPA loan)** based on the **points and fees test** is:

**$24,866** (for 2024, adjusted annually for inflation).

This applies to loans secured by a consumer's principal dwelling where the points and fees exceed the lesser of:
1. **5% of the total loan amount**, or
2. **$24,866** (for 2024).","Under the Home Ownership and Equity Protection Act (HOEPA) amendment to TILA, as implemented by Regulation Z, a mortgage is considered high-cost if the total points and fees payable by the consumer exceed the greater of 5% of the total loan amount or a specific dollar amount. As of the last update before 2025, that specific dollar amount was $2,052 for most transactions, adjusted annually for inflation.",0.5,1.0,0.5
MR_0127,BIO,1,What is the name of the process by which a cell divides to produce two identical daughter cells?,The process by which a cell divides to produce two identical daughter cells is called **mitosis**.,"The process is called mitosis. It is a type of cell division that results in two daughter cells each having the same number and kind of chromosomes as the parent nucleus, typical of ordinary tissue growth and repair.",0.0,0.0,0.0
MR_0008,HIST,2,"What was the name of the German customs union established in 1834, which played a crucial role in the economic integration of Germany?",The German customs union established in 1834 was called the **Zollverein**.,"The Zollverein was a German customs union established in 1834, playing a significant role in the economic integration of the various German states.",0.0,0.0,0.0
MR_0116,CULT,3,The screenplay for 'Apocalypse Now' was written by whom?,"The screenplay for *Apocalypse Now* was written by **Francis Ford Coppola** (based on Joseph Conrad's *Heart of Darkness*), with contributions from **John Milius** (who wrote the original treatment) and **Coppola's** brother, **August Coppola**. Coppola received sole screenwriting credit.",The screenplay for 'Apocalypse Now' was written by John Milius and Francis Ford Coppola.,1.5,2.0,1.0
MR_0052,SCI,4,"What is the term for the minimum energy required for a chemical reaction to occur, which is influenced by the presence of a catalyst?",Activation energy.,"The term is activation energy, which is the minimum energy required for a reaction to proceed, and it can be lowered by the presence of a catalyst, thus speeding up the reaction.",0.0,0.0,0.0
MR_0156,CULT,4,The Acropolis Museum in Athens is dedicated to the art and architecture of which ancient site?,The Acropolis Museum in Athens is dedicated to the art and architecture of the Acropolis of Athens.,The Acropolis Museum is dedicated to the art and architecture of the Acropolis of Athens.,0.0,0.0,0.0
MR_0146,FIN,5,"In the Fama-French three-factor model, what is the exact historical average annual premium (in percentage points) for the value factor (HML) as reported in their seminal 1993 paper 'Common risk factors in the returns on stocks and bonds' for the period from July 1963 to December 1991?","The exact historical average annual premium for the value factor (HML) in the Fama-French three-factor model, as reported in their 1993 paper for the period July 1963 to December 1991, is **5.17%**.","In the 1993 Journal of Financial Economics paper 'Common risk factors in the returns on stocks and bonds,' Fama and French reported that the average annual premium for the High-Minus-Low (HML) book-to-market factor was 5.01% for the period from July 1963 through December 1991. This value represents the return difference between high and low book-to-market stocks.",0.5,1.0,0.0
MR_0062,FIN,1,The Capital Asset Pricing Model (CAPM) is used to assess what aspect of an investment?,The Capital Asset Pricing Model (CAPM) is used to assess the expected return of an investment relative to its risk.,The Capital Asset Pricing Model (CAPM) is used to assess the expected return of an investment based on its risk.,0.0,0.0,0.0
MR_0179,GEO,2,What is the length of the international border between the United States and Canada?,"The international border between the United States and Canada is approximately **5,525 miles (8,889 kilometers)** long, making it the longest undefended border in the world.","The border between the United States and Canada is approximately 8,891 kilometers long, making it the world's longest international border.",0.0,0.0,0.0
MR_0053,LAW,1,"In the U.S. federal court system, what is the trial court of general jurisdiction called?","United States District Court.



","In the U.S. federal court system, the trial court of general jurisdiction is the United States District Court. There are 94 district courts across the United States and its territories.",0.0,0.0,0.0
MR_0022,CULT,5,Who is the main character in the novel 'The Master and Margarita'?,"The main character in the novel 'The Master and Margarita' is Woland, also known as the Master, a mysterious and enigmatic figure who appears in Moscow.","The main characters in 'The Master and Margarita' are the Master, a writer, and Margarita, his lover.",2.5,3.0,2.0
MR_0171,TECH,5,"In the original 1985 paper 'The Transaction Concept: Virtues and Limitations' by Jim Gray, what specific example transaction processing system is used to illustrate the 'state' of a conversation?","In Jim Gray’s 1985 paper “The Transaction Concept: Virtues and Limitations,” the specific example used to illustrate the ‘state’ of a conversation is a **bank teller transaction**, such as a customer withdrawing money from an account. The “state” refers to the sequence of interactions (e.g., request, verification, approval, update) that constitute a single, coherent conversation between the user and the system, treated as an atomic unit.","Jim Gray's paper uses the example of an airline reservation system to illustrate the concept of a conversation's state. He describes how a sequence of interactions (checking availability, holding a seat, providing details, payment) constitutes a long-lived transaction or conversation with persistent state.",3.5,4.0,3.0
MR_0024,SCI,1,Which polymer is commonly known by the trade name Teflon?,The polymer commonly known by the trade name Teflon is polytetrafluoroethylene (PTFE).,"Polytetrafluoroethylene (PTFE) is the polymer commonly known by the trade name Teflon, known for its non-stick properties.",0.0,0.0,0.0
MR_0004,GEO,2,What is the name of the desert that covers much of Mongolia?,Of course. The desert that covers much of Mongolia is the **Gobi Desert**.,The Gobi Desert covers much of Mongolia.,0.0,0.0,0.0
MR_0013,TECH,1,What is the main purpose of data normalization in databases?,"The main purpose of data normalization in databases is to eliminate data redundancy and improve data integrity by organizing data into structured tables to reduce anomalies during insertion, update, and deletion.","Data normalization is the process of organizing data in a database to minimize data redundancy and dependency, improving data integrity.",0.0,0.0,0.0
MR_0150,SCI,5,"In the 2012 discovery of the Higgs boson at the LHC, what were the reported statistical significances (in standard deviations, σ) for the observed excess in the two decay channels that provided the strongest evidence?","The reported statistical significances for the observed excess in the two decay channels (H → bb and H → WW) were 5σ and 4σ, respectively.","In the July 2012 announcement, the ATLAS and CMS collaborations reported observing a new particle with a mass around 125-126 GeV. The ATLAS experiment reported a local significance of 5.9 σ for the diphoton decay channel and 5.0 σ for the four-lepton (ZZ*) channel. The CMS experiment reported significances of 4.9 σ for the diphoton channel and 3.4 σ for the four-lepton channel.",3.5,4.0,3.0
MR_0114,HIST,4,The Simón Bolívar campaign liberated which countries from Spanish rule in the early 19th century?,"The **Simón Bolívar campaign** (led by **Simón Bolívar**) liberated the following countries from Spanish rule in the early 19th century:

- **Venezuela** (1811–1821)
- **Colombia** (New Granada, 1819–1821)
- **Ecuador** (1822)
- **Peru** (1821–1824)
- **Bolivia** (Upper Peru, 1825)
- **Panama** (part of Gran Colombia, 1821)

Additionally, Bolívar played a key role in the liberation of **Bolivar** (now part of **Venezuela**) and supported independence movements in **Chile** (with José de San Martín) and **Argentina** (though they were primarily led by others).","The Simón Bolívar campaign liberated Venezuela, Colombia, Ecuador, Bolivia, and Peru from Spanish rule in the early 19th century.",0.0,0.0,0.0
MR_0020,BIO,5,Which amino acid substitution at position 614 in the SARS-CoV-2 spike protein was associated with increased transmissibility?,"The amino acid substitution at position 614 in the SARS-CoV-2 spike protein is **D614G** (aspartic acid to glycine), which was associated with increased viral transmissibility.",The D614G substitution in the SARS-CoV-2 spike protein was associated with increased transmissibility compared to the original D614 form.,0.0,0.0,0.0
MR_0145,GEO,2,Which projection is commonly used for navigation charts because it preserves angles?,"The **Mercator projection** is commonly used for navigation charts because it preserves angles (conformal), making it ideal for plotting straight-line courses.","The Mercator projection is commonly used for navigation charts because it preserves angles, making it useful for determining courses.",0.0,0.0,0.0
MR_0119,GEO,5,What is the precise latitude and longitude of the capital city of Greenland?,"The capital of Greenland is **Nuuk**.

**Precise coordinates (WGS84):**
**Latitude:** 64.1807° N
**Longitude:** 51.6947° W","Nuuk, the capital city of Greenland, is located at 64.1833° N, 51.7333° W.",0.5,1.0,0.5
MR_0170,LAW,5,How many total amendments were proposed by Congress to the U.S. Constitution between 1789 and 2019?,"Between 1789 and 2019, Congress proposed a total of 33 amendments to the U.S. Constitution.","Between 1789 and 2019, Congress proposed a total of 11,770 amendments to the U.S. Constitution.",3.5,4.0,3.0
MR_0047,SCI,5,What is the name of the reaction that involves the formation of a diazonium salt from an aromatic amine?,Diazotization.,"The reaction is known as diazotization, where an aromatic amine reacts with nitrous acid to form a diazonium salt.",0.0,0.0,0.0
MR_0154,FIN,5,The U.S. Bureau of Labor Statistics (BLS) typically revises the Consumer Price Index (CPI) data for how many years after initial release?,The U.S. Bureau of Labor Statistics typically revises the Consumer Price Index data for three years after the initial release.,"The U.S. Bureau of Labor Statistics (BLS) typically revises the Consumer Price Index (CPI) data for up to 3 years (36 months) after initial release, but some data can be revised further.",0.0,0.5,0.0
MR_0036,HIST,3,The Boxer Rebellion in China was against foreign influence and occurred in which years?,"1899-1901 

",The Boxer Rebellion in China occurred from 1899 to 1901.,0.0,0.0,0.0
MR_0115,BIO,5,What was the hazard ratio for overall survival reported in the CheckMate 227 trial for nivolumab plus ipilimumab versus chemotherapy in first-line non-small cell lung cancer with PD-L1 expression ≥1%?,"In the **CheckMate 227** trial (cohort 1, PD-L1 ≥1%), the **hazard ratio (HR) for overall survival (OS)** with **nivolumab + ipilimumab** versus chemotherapy was **0.73** (95% CI, 0.59–0.90; *p* = 0.002).

*(Source: Hellmann et al., NEJM 2019)*",The CheckMate 227 trial reported a hazard ratio of 0.79 (95% CI 0.67–0.93) for overall survival with nivolumab plus ipilimumab versus chemotherapy in patients with PD-L1 ≥1%.,1.5,2.0,1.0
MR_0138,FIN,2,What is the main advantage of dollar-cost averaging in investing?,"The main advantage of dollar-cost averaging in investing is that it helps to reduce the impact of volatility on the overall purchase price of an investment. By investing a fixed amount of money regularly, regardless of whether the market is up or down, investors can buy more shares when prices are low and fewer shares when prices are high, potentially lowering the average cost per share over time. This strategy can help mitigate the risk of making a single large investment at an inopportune time.","Dollar-cost averaging reduces the impact of market volatility by investing a fixed amount of money at regular intervals, regardless of the asset's price.",0.0,0.0,0.0
