item_id,domain,tier,question,ground_truth,response,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0255,LAW,1,"What significant legal document was adopted in England in 1689, following the Glorious Revolution?",The significant legal document adopted in England in 1689 is the Bill of Rights.,The significant legal document adopted in England in 1689 following the Glorious Revolution was the Bill of Rights (1689).,,,,,,
EQ_0256,BIO,5,What was the median overall survival reported in the CheckMate 238 trial for nivolumab versus ipilimumab in resected stage III/IV melanoma?,The CheckMate 238 trial reported a median overall survival that was not reached (95% CI 48.1–not estimable) for nivolumab versus 58.4 months (95% CI 39.7–not estimable) for ipilimumab at 4-year follow-up.,"In the CheckMate 238 trial, the median overall survival for nivolumab versus ipilimumab in resected stage III/IV melanoma was not reached for nivolumab, while it was 25.0 months for ipilimumab. This indicates a significant improvement in survival for the nivolumab group.",,,,,,
EQ_0257,GEO,5,"According to the International Hydrographic Organization's 1953 publication 'Limits of Oceans and Seas', what are the northern and southern latitudinal limits defining the boundaries of the Coral Sea?","According to the International Hydrographic Organization's 1953 definition (Special Publication S-23, 'Limits of Oceans and Seas'), the Coral Sea is bounded on the north by the southern coast of New Guinea and the line from its southeast point to the southern extremity of Rennell Island. Its southern limit is defined by a line from the southern point of Sandy Cape, Australia, to the northeastern point of New Caledonia. In approximate latitudes, it spans from about 9°S to 26°S.","According to the International Hydrographic Organization's 1953 definition, the Coral Sea is bounded by the following latitudinal limits:

*   **Northern limit:** The parallel of 30° South latitude.
*   **Southern limit:** The parallel of 30° South latitude (from Australia to Elizabeth Reef) and a line running south from the southeast cape of Tasmania to the 60° South latitude.

Therefore, the primary northern and southern boundaries are defined by the 30° South parallel.",,,,,,
EQ_0258,CULT,2,Who is the author of the influential linguistic theory presented in 'Syntactic Structures'?,"Noam Chomsky is the author of 'Syntactic Structures', a foundational work in modern linguistics.",The author of the influential linguistic theory presented in 'Syntactic Structures' is Noam Chomsky.,,,,,,
EQ_0259,LAW,3,What is the 'Chevron deference' doctrine in administrative law?,Chevron deference is a doctrine in administrative law that requires courts to defer to an administrative agency's interpretation of a statute it administers if the statute is ambiguous and the agency's interpretation is reasonable.,"The 'Chevron deference' doctrine is a principle in administrative law that requires courts to defer to an administrative agency's reasonable interpretation of a statute it is charged with administering, even if the court might have interpreted the statute differently. This doctrine originated from the 1984 Supreme Court case Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc. Under Chevron deference, if a statute is ambiguous and the agency's interpretation is reasonable, courts will uphold the agency's interpretation.",,,,,,
EQ_0260,HIST,5,The Indian subcontinent was divided into two separate nations in which year?,India and Pakistan were partitioned in 1947.,1947,,,,,,
EQ_0261,HIST,3,The Rumiantsev Mission was a Russian expedition that explored which region in the early 19th century?,"There is no historical record of a 'Rumiantsev Mission.' A plausible alternative is the Rumiantsev Museum, but this does not fit the context of an expedition. A more likely candidate for a Russian expedition is the Rurik expedition, which explored the Pacific.","The Rumiantsev Mission explored the region of Central Asia, specifically focusing on the Kazakh Steppe and parts of Siberia, in the early 19th century.",,,,,,
EQ_0262,LAW,4,What is the Chevron two-step framework?,"The Chevron two-step framework is a test used to determine the validity of an agency's interpretation of a statute it administers. First, the court determines whether the statute is ambiguous. If it is, the court defers to the agency's interpretation if it is reasonable.","The Chevron two-step framework is a decision-making process used in environmental impact assessment, particularly in the United States. It involves two steps: first, determining whether a proposed action is likely to cause significant environmental impacts, and second, if significant impacts are likely, preparing an Environmental Impact Statement (EIS) or an Environmental Assessment (EA) to further analyze and mitigate those impacts.",,,,,,
EQ_0263,FIN,4,What is the significance of the 'Great Moderation' in macroeconomic history?,"The Great Moderation refers to the period from the mid-1980s to the late 2000s characterized by reduced volatility in economic output and inflation in many developed economies, attributed to improved monetary policy and other structural changes.","The 'Great Moderation' refers to a period of significant economic stability in the late 20th century, roughly from the 1980s to 2007. It is characterized by lower volatility in inflation, output, and unemployment rates compared to previous decades. This phenomenon is attributed to various factors, including:

1. Improved monetary policy frameworks and central bank independence.
2. Enhanced macroeconomic management and policy coordination.
3. Increased globalization and trade liberalization.
4. Technological advancements and productivity growth.

The Great Moderation is significant because it suggests that policymakers have become more effective in managing the economy, leading to a more stable business cycle. However, the period ended abruptly with the 2008 global financial crisis, which highlighted the limitations of the Great Moderation and the need for continued policy innovation and vigilance.",,,,,,
EQ_0264,FIN,3,How does the International Monetary Fund (IMF) contribute to global economic stability?,"The International Monetary Fund (IMF) contributes to global economic stability by providing financial assistance to countries facing balance of payments difficulties, promoting international monetary cooperation, and offering policy advice to its member countries.","The International Monetary Fund (IMF) contributes to global economic stability by providing financial assistance, policy advice, and technical assistance to its member countries. It helps countries address balance of payments problems, maintain exchange rate stability, and implement economic reforms. The IMF also promotes international monetary cooperation, exchange rate stability, and monitors global economic developments to identify potential risks and vulnerabilities. By doing so, it helps to prevent and mitigate financial crises, promoting global economic stability and growth.",,,,,,
EQ_0265,LAW,4,How did the Supreme Court's ruling in 14 Penn Plaza LLC v. Pyett impact the arbitrability of age discrimination claims under collective bargaining agreements?,"The Supreme Court held that a collective bargaining agreement that clearly and unmistakably requires union members to arbitrate Age Discrimination in Employment Act (ADEA) claims is enforceable, thereby making such claims arbitrable.","In 14 Penn Plaza LLC v. Pyett (2009), the Supreme Court ruled that age discrimination claims under the Age Discrimination in Employment Act (ADEA) are not arbitrable under collective bargaining agreements (CBAs) unless the CBA explicitly and clearly provides for arbitration of such claims.",,,,,,
EQ_0266,LAW,5,What was the exact number of articles in the original United States Constitution before the Bill of Rights was added?,The original United States Constitution contained seven articles before the Bill of Rights was added.,,,,,,,
EQ_0267,TECH,3,How does the TLS 1.3 protocol improve upon TLS 1.2 in terms of handshake latency?,"TLS 1.3 reduces handshake latency by eliminating unnecessary round trips and simplifying the handshake process, typically completing the handshake in one round trip compared to the two or more required in TLS 1.2.","The TLS 1.3 protocol improves upon TLS 1.2 in terms of handshake latency by reducing the number of round trips required for the handshake. 

In TLS 1.2, the handshake involves at least 2 round trips: 
1. The client sends a ClientHello message, and the server responds with a ServerHello message, Certificate, and ServerKeyExchange (if required).
2. The client then sends a CertificateVerify and ChangeCipherSpec message, and the server responds with a ChangeCipherSpec message.

In TLS 1.3, the handshake is reduced to a single round trip: 
1. The client sends a ClientHello message, and the server responds with a ServerHello message, Certificate, and a single Finished message.

This reduction in round trips significantly improves the handshake latency in TLS 1.3 compared to TLS 1.2.",,,,,,
EQ_0268,GEO,2,Which climate zone characterizes the region around Lake Baikal in Russia?,"The region around Lake Baikal is characterized by a humid continental climate with significant seasonal variation, including cold winters and mild summers.",The climate zone around Lake Baikal in Russia is characterized by a continental subarctic climate.,,,,,,
EQ_0269,FIN,1,The balance sheet equation is Assets = Liabilities + Equity?,"The balance sheet equation, also known as the accounting equation, is Assets = Liabilities + Equity, representing the fundamental relationship between a company's assets, liabilities, and equity.","Yes, that’s correct. The balance sheet equation is Assets = Liabilities + Equity.",,,,,,
EQ_0270,HIST,4,What was the primary purpose of the Zollverein established in 1834?,"The primary purpose of the Zollverein, established in 1834, was to create a customs union among various German states, facilitating trade and economic integration.","The primary purpose of the Zollverein established in 1834 was to create a customs union among German states, reducing tariffs and facilitating the free movement of goods within the German Confederation.",,,,,,
EQ_0271,GEO,3,What cartographic technique is used to represent relief on maps through the use of shading to give the impression of three-dimensional terrain?,"The technique used is called hill shading or shaded relief, which involves shading to simulate the appearance of three-dimensional terrain on a two-dimensional map.",Hill shading (or relief shading),,,,,,
EQ_0272,LAW,2,"In the case of McDonald v. City of Chicago, how did the Supreme Court apply the Second Amendment?","The Supreme Court held that the Second Amendment right to keep and bear arms applies to state and local governments through the Fourteenth Amendment, invalidating Chicago's handgun ban.","In *McDonald v. City of Chicago* (2010), the Supreme Court incorporated the Second Amendment to the states through the Fourteenth Amendment's Due Process Clause. This meant the Second Amendment's right to bear arms, established in *District of Columbia v. Heller* (2008), applies to state and local governments, not just the federal government.",,,,,,
EQ_0273,LAW,5,What is the exact number of titles in the United States Code as of December 2024?,"As of December 2024, the United States Code is divided into 54 titles.","As of December 2024, the United States Code contains **50 titles**.",,,,,,
EQ_0274,LAW,5,What was the number of articles in the Model Penal Code as revised in 2022?,"The Model Penal Code, as revised in 2022, contains 262 articles.",The Model Penal Code as revised in 2022 contains **7 articles**.,,,,,,
EQ_0275,BIO,1,Which part of the brain is primarily responsible for coordinating movement and balance?,"The cerebellum, located at the back of the brain below the cerebrum, is primarily responsible for coordinating voluntary movements, posture, balance, and motor learning.",,,,,,,
EQ_0276,BIO,1,What is the term for the process by which the body's immune system reacts to a foreign substance?,"The term is an immune response, which involves the activation of immune cells and the production of antibodies to fight off foreign substances.",The term for the process by which the body's immune system reacts to a foreign substance is called an immune response or hypersensitivity reaction.,,,,,,
EQ_0277,LAW,5,What was the total number of federal statutes ruled unconstitutional by the U.S. Supreme Court between 1789 and 2023?,"As of 2023, the U.S. Supreme Court has ruled a total of 86 federal statutes unconstitutional in whole or in part since 1789.","As of November 2023, the U.S. Supreme Court has ruled approximately 700 federal statutes unconstitutional throughout its history from 1789 to 2023. However, precise figures vary slightly depending on the source and how “unconstitutional” is defined (e.g., outright invalidation vs. significant modification).",,,,,,
EQ_0278,TECH,2,Who is credited with coining the term 'Artificial Intelligence'?,"John McCarthy is credited with coining the term 'Artificial Intelligence' in 1956 during the Dartmouth Conference, which was a seminal event in the establishment of AI as a field of research.","John McCarthy is credited with coining the term ""Artificial Intelligence.""",,,,,,
EQ_0279,TECH,1,What is the role of CSS in web development?,"CSS (Cascading Style Sheets) is a styling language used to control the layout and appearance of web pages written in HTML or XML, allowing for the separation of content and presentation.",CSS (Cascading,,,,,,
EQ_0280,LAW,5,What is the precise number of amendments proposed by Congress to the United States Constitution since its adoption?,"Since its adoption, more than 11,000 amendments have been proposed by Congress to the United States Constitution.","Over 11,000. 

",,,,,,
EQ_0281,SCI,3,How does the concept of resonance contribute to understanding the stability of certain molecules?,"The concept of resonance in chemistry explains the stability of certain molecules by suggesting that the actual structure of the molecule is a hybrid of multiple resonance structures, delocalizing electrons and thus lowering the energy.","Resonance is a concept in chemistry that explains the delocalization of electrons in molecules with double or multiple bonds. It contributes to understanding molecular stability by distributing electron density more evenly across the molecule, reducing the buildup of partial charges and the resulting electrostatic repulsion. This results in a more stable molecule with a lower energy state. Resonance structures help to describe the true nature of these molecules, providing a better understanding of their properties and reactivity.",,,,,,
EQ_0282,LAW,3,What is the 'domestic relations exception' to federal diversity jurisdiction?,"The domestic relations exception is a doctrine that excludes certain domestic relations cases, such as divorce, alimony, and child custody, from federal diversity jurisdiction, leaving them to state courts.","The domestic relations exception to federal diversity jurisdiction prevents federal courts from hearing cases involving divorce, alimony, child custody, and child support, even if the parties are from different states and the amount in controversy exceeds $75,000. 

",,,,,,
EQ_0283,TECH,1,What is the role of the Domain Name System (DNS) in internet infrastructure?,"The Domain Name System (DNS) translates human-readable domain names into the numerical IP addresses that computers use to identify each other on the network, facilitating communication over the internet.","The Domain Name System (DNS) translates human-readable domain names (like www.example.com) into IP addresses that computers use to identify each other on the network, facilitating the routing of internet traffic.",,,,,,
EQ_0284,GEO,4,What is the name of the strait that separates New Guinea from Australia?,The strait that separates New Guinea from Australia is called the Torres Strait.,"Torres Strait 

",,,,,,
EQ_0285,SCI,3,What were the key findings of the Challenger expedition (1872-1876) that advanced oceanography?,"The Challenger expedition conducted comprehensive surveys of the world's oceans, discovering new species, mapping ocean currents, and collecting data on ocean depths and marine life, significantly advancing the field of oceanography.","The Challenger expedition, led by Captain George Nares and scientist Charles Wyville Thomson, made several key findings that significantly advanced oceanography:

1. The discovery of the Mid-Atlantic Ridge, which provided evidence for seafloor spreading.
2. The collection of over 4,000 new marine species, greatly expanding the known biodiversity of the ocean.
3. The establishment of ocean depth as a scientific concept, with the Challenger reaching depths of over 8,000 meters.
4. The development of oceanographic instruments and methods, including the first systematic use of dredges and sounding lines for seabed sampling.
5. The mapping of ocean currents and temperature gradients, contributing to the understanding of thermohaline circulation.
6. The discovery of hydrothermal vents and the recognition of their role in supporting unique ecosystems.

These findings laid the foundation for modern oceanography and greatly expanded our knowledge of the world's oceans.",,,,,,
EQ_0286,TECH,5,"According to the original 1999 whitepaper by the Trusted Computing Group (then the TCPA), what is the exact size, in bits, of the Storage Root Key (SRK) in the first specification of the Trusted Platform Module?","In the original Trusted Computing Platform Alliance (TCPA) Main Specification version 1.0 from 1999, the Storage Root Key (SRK) is defined as a 2048-bit RSA key. The SRK is the primary non-migratable key stored in the TPM, from which all other storage keys are derived, forming the root of the TPM's key hierarchy.",128 bits.,,,,,,
EQ_0287,LAW,1,What federal agency is responsible for enforcing laws related to equal employment opportunity?,The U.S. Equal Employment Opportunity Commission (EEOC) is responsible for enforcing federal laws that prohibit employment discrimination.,The Equal Employment Opportunity Commission (EEOC).,,,,,,
EQ_0288,BIO,1,"What is the main role of antibodies, also known as immunoglobulins, in the immune system?","The main role of antibodies is to specifically recognize and bind to foreign substances called antigens, such as those on the surface of bacteria or viruses. This binding marks the pathogen for destruction by other components of the immune system, like phagocytes, or can neutralize the pathogen directly.",Antibodies (immunoglobulins) bind specifically to antigens—such as pathogens or toxins—marking them for destruction or neutralization by other immune cells and complement proteins.,,,,,,
EQ_0289,BIO,4,"What is the name of the clinical syndrome characterized by the sudden onset of contralateral hemiplegia, hemisensory loss, and homonymous hemianopia due to occlusion of the internal carotid artery or its major branches?","The clinical syndrome described is known as a middle cerebral artery (MCA) syndrome or more broadly as a hemispheric stroke syndrome, depending on the specific artery involved. Occlusion of the internal carotid artery or its major branches, such as the MCA, can lead to these symptoms.",The clinical syndrome described is called Carotid Artery Occlusion Syndrome.,,,,,,
EQ_0290,LAW,4,What is the significance of the Supreme Court's decision in Janus v. AFSCME regarding public sector unions?,"The Supreme Court held that public sector unions cannot compel non-members to pay agency fees, ruling that such fees infringe on the First Amendment rights of non-members by compelling them to subsidize speech with which they may disagree.","The Supreme Court's decision in Janus v. AFSCME (2018) ruled that public sector unions could no longer collect ""agency fees"" from non-member employees. This significantly weakened public sector unions by reducing their funding and membership, as non-members were no longer required to contribute financially. 

",,,,,,
EQ_0291,CULT,5,The cultural festival 'Festa dei Noantri' is celebrated in which city?,"The 'Festa dei Noantri' is celebrated in Rome, Italy, typically in July.","The cultural festival 'Festa dei Noantri' is celebrated in Naples, Italy.",,,,,,
EQ_0292,CULT,2,What is the name of the film editing technique where two or more shots are intercut to create a contrasting effect?,The film editing technique is called cross-cutting.,"The film editing technique is called **montage**, specifically **parallel editing** or **cross-cutting** when used to contrast simultaneous actions.",,,,,,
EQ_0293,HIST,4,What was the main purpose of the Inca road network known as Qhapaq Ñan?,"The Qhapaq Ñan, or the Inca road network, was primarily used for administrative, military, and ceremonial purposes, facilitating the control and communication across the vast Inca Empire.","The main purpose of the Inca road network, known as Qhapaq Ñan, was to facilitate communication, trade, and military movement across the vast Inca Empire. This extensive network connected various regions, allowing for the efficient exchange of goods, ideas, and people.",,,,,,
EQ_0294,SCI,2,What is the role of spin in the quantum mechanical description of electrons?,"Spin is an intrinsic property of electrons that can have two values, 'up' or 'down', and plays a crucial role in determining the magnetic properties of atoms and the arrangement of electrons in orbitals.",,,,,,,
EQ_0295,LAW,3,How does the major questions doctrine affect the interpretation of statutory ambiguity in the context of administrative law?,The major questions doctrine is a principle of statutory interpretation that requires an agency to point to clear congressional authorization when it claims the authority to decide matters of great economic and political significance. It can lead courts to decline to defer to an agency's interpretation of a statute under Chevron if the interpretation involves a question of major economic or political significance.,"The major questions doctrine dictates that if a statute delegates to an agency authority to resolve a question of vast economic or political significance, and that authority isn't explicitly granted by Congress, the agency's interpretation will be invalidated. It essentially requires clear congressional authorization for agencies to make decisions with major impacts, overriding standard statutory ambiguity interpretation.",,,,,,
EQ_0296,TECH,5,"According to the SPEC CPU2017 Integer Speed result published by the SPEC organization in December 2024, what was the exact base score (to one decimal place) achieved by the AMD EPYC 9754 'Bergamo' processor on the 600.perlbench_s test?","According to the SPEC CPU2017 results published by SPEC in December 2024, the AMD EPYC 9754 processor achieved a base score of 8.62 on the 600.perlbench_s (integer speed) benchmark. This result is from the SPEC CPU2017 Integer Speed suite, which measures compute-intensive integer performance.","According to the SPEC CPU2017 results published by the SPEC organization in December 2024, the AMD EPYC 9754 processor achieved a base score of **62.9** on the 600.perlbench_s test.

This result is from the official SPEC submission, which can be verified using the reference below.

Reference: [SPEC CPU2017 Integer Speed Result, AMD EPYC 9754, Submitted 2024-12-05](https://www.spec.org/cpu2017/results/res2024q4/cpu2017-20241205-34689.html)",,,,,,
EQ_0297,FIN,4,What is the primary goal of diversification in portfolio management?,"The primary goal of diversification in portfolio management is to reduce unsystematic risk by spreading investments across different asset classes, sectors, and geographic regions. Diversification aims to minimize the impact of any one particular investment's performance on the overall portfolio.","The primary goal of diversification in portfolio management is to reduce risk by spreading investments across various assets, sectors, or geographic regions. This strategy aims to minimize the impact of poor-performing investments on the overall portfolio, thereby enhancing long-term returns and stability.",,,,,,
EQ_0298,FIN,4,What is the primary purpose of the International Financial Reporting Standards (IFRS) Foundation?,"The primary purpose of the IFRS Foundation is to develop and promote the use of International Financial Reporting Standards (IFRS) globally, providing a common language for financial reporting.","The primary purpose of the IFRS Foundation is to develop and promote the adoption of a single set of high-quality, understandable, enforceable, and globally accepted accounting standards—the International Financial Reporting Standards (IFRS).",,,,,,
EQ_0299,FIN,5,What are the key provisions of the Credit Card Accountability Responsibility and Disclosure (CARD) Act of 2009 regarding rate increases on existing credit card balances?,"The CARD Act prohibits credit card issuers from increasing the APR on existing balances unless the cardholder is more than 60 days late on a payment, the variable rate has changed, or the cardholder has completed a workout or hardship arrangement. Rate increases are also subject to a 45-day advance notice requirement.","The key provisions of the Credit Card Accountability Responsibility and Disclosure (CARD) Act of 2009 regarding rate increases on existing credit card balances are:

1. Prohibition on retroactive rate increases: Credit card issuers cannot increase the interest rate on existing balances.
2. Limitation on rate increases: Credit card issuers can only increase the interest rate on existing balances if the issuer has given the cardholder at least 45 days' notice.
3. Cap on annual percentage rate (APR) increases: Credit card issuers can only increase the APR by up to 25% over a 12-month period, with at least 45 days' notice to the cardholder.

These provisions aim to protect consumers from unfair and surprise rate increases on existing credit card balances.",,,,,,
EQ_0300,LAW,5,"According to the Bureau of Justice Statistics, what was the total number of prisoners under the jurisdiction of state or federal correctional authorities in 2022?","In 2022, there were approximately 1,230,000 prisoners under the jurisdiction of state or federal correctional authorities.","According to the Bureau of Justice Statistics, there were **1,833,000** prisoners under the jurisdiction of state or federal correctional authorities in 2022. 

",,,,,,
EQ_0301,LAW,2,What is the significance of the Equal Protection Clause in the U.S. Constitution?,"The Equal Protection Clause, found in the Fourteenth Amendment, prohibits states from denying anyone equal protection under the law, ensuring that individuals in similar circumstances are treated similarly.","The Equal Protection Clause, found in the 14th Amendment to the U.S. Constitution, is significant because it prohibits states from denying anyone equal protection under the law, ensuring that individuals are treated equally and without discrimination based on characteristics such as race, gender, or national origin. This clause has been instrumental in landmark civil rights cases, promoting equality and challenging discriminatory laws and practices.",,,,,,
EQ_0302,HIST,5,What was the exact number of ships sunk during the Battle of Midway in June 1942?,Four Japanese aircraft carriers were sunk during the Battle of Midway.,"31 ships were sunk during the Battle of Midway. 

",,,,,,
EQ_0303,LAW,5,"According to the Federal Judicial Center's 2022 data, how many federal judges were appointed by President Biden?","In 2022, President Biden appointed 87 federal judges according to the Federal Judicial Center.","As of **June 30, 2022**, President Biden had appointed **53 federal judges** to lifetime Article III judgeships (including 1 Supreme Court justice, 10 circuit court judges, and 42 district court judges), according to the **Federal Judicial Center's 2022 report** (*Judicial Appointments: A Statistical Overview*).

For the most current count (as of **June 2024**), Biden has appointed **90+ federal judges** (including 1 Supreme Court justice, 13 circuit court judges, and 76+ district court judges). The 2022 data reflects his first year and a half in office.

For precise historical figures, refer to the [FJC's official reports](https://www.fjc.gov/history/judges/judicial-appointments-statistical-overview).",,,,,,
EQ_0304,LAW,3,Under what circumstances can a statement against interest be admitted under Federal Rule of Evidence 804(b)(3)?,"A statement against interest is admissible under Rule 804(b)(3) if the declarant is unavailable as a witness and the statement is one that a reasonable person in the declarant's position would have made only if they believed it to be true because it was against their proprietary or pecuniary interest, or had so great a tendency to invalidate the declarant's claim against someone else or to expose the declarant to civil or criminal liability.","A statement against interest can be admitted under Federal Rule of Evidence 804(b)(3) when it is made by a witness who is not a party to the case and is not a co-conspirator with the accused. The statement must be made under circumstances that would make it more credible, such as when the witness is under oath or when the statement is made in a public place. Additionally, the statement must be relevant to the case and not be the only evidence against the accused.",,,,,,
EQ_0305,TECH,3,What is the 'Big-O notation' used for in algorithm analysis?,"Big-O notation is used to describe the upper bound of an algorithm's complexity, providing a way to analyze and compare the efficiency of different algorithms as the input size grows.","Big-O notation is used to describe the upper bound of an algorithm's running time or space requirements in terms of the size of the input, providing a high-level understanding of its efficiency and scalability.",,,,,,
EQ_0306,CULT,5,"The 'Codex Aureus of Lorsch' is a Carolingian illuminated manuscript, primarily kept in which two locations?",The 'Codex Aureus of Lorsch' is divided between the Victoria and Albert Museum in London and the Museo Sacro in the Vatican.,"The Codex Aureus of Lorsch is primarily kept in the Vatican Library (Biblioteca Apostolica Vaticana) in Rome and the Batthyaneum Library in Alba Iulia, Romania.",,,,,,
EQ_0307,SCI,5,"What is the name of the compound with the formula C60H30O6, synthesized by the group led by Lawrence Scott?","The compound is known as 'buckminsterfullerene derivative' or more specifically, a C60 fullerene derivative.","The compound with the formula **C₆₀H₃₀O₆**, synthesized by Lawrence Scott's group, is called **corannulene hexacarboxylic acid** (or **hexacarboxycorannulene**).

More specifically, it is often referred to as **corannulene-1,2,3,4,7,8-hexacarboxylic acid** (a bowl-shaped polycyclic aromatic hydrocarbon with six carboxylic acid groups). This compound is notable for its curved, non-planar structure and potential applications in nanotechnology and materials science.",,,,,,
EQ_0308,TECH,1,What is the main purpose of a VPN in network security?,"A VPN, or Virtual Private Network, creates a secure and encrypted connection over a less secure network, such as the internet, to protect data and ensure privacy.",The main purpose of a VPN,,,,,,
EQ_0309,SCI,4,How does the brachistochrone problem illustrate the application of variational principles in classical mechanics?,"The brachistochrone problem, which involves finding the curve down which a particle will slide in the shortest time, illustrates the application of variational principles in classical mechanics by demonstrating the use of the principle of least action.",,,,,,,
EQ_0310,FIN,1,What is the term for the process of buying and selling securities?,The term for the process of buying and selling securities is trading.,"Trading 

",,,,,,
EQ_0311,CULT,2,What is the name of the sacred text of Buddhism?,The sacred text of Buddhism is known as the Tipitaka or Pali Canon.,The sacred text of Buddhism is the **Tripitaka** (also known as the **Pali Canon**).,,,,,,
EQ_0312,HIST,2,The construction of which wall is attributed to Emperor Qin Shi Huang in ancient China?,Emperor Qin Shi Huang is attributed with the initial construction of the Great Wall of China.,The Great Wall of China.,,,,,,
EQ_0313,GEO,5,What is the geographical coordinate of the center of the city of Mecca?,"The geographical coordinate of Mecca is approximately 21.4225°N, 39.8261°E.","The geographical coordinates of the center of Mecca, Saudi",,,,,,
EQ_0314,GEO,1,What climate characterizes the region around the city of Singapore?,"Singapore is characterized by a tropical rainforest climate, with high temperatures and high humidity throughout the year, and significant rainfall.","Singapore has a **tropical rainforest climate (Af in the Köppen classification)**, characterized by:

- **High year-round temperatures** (avg. 25–31°C / 77–88°F)
- **High humidity** (70–90%)
- **Heavy rainfall** (avg. 2,400 mm/year), frequent afternoon thunderstorms
- **Short dry season** (Feb–Mar) with minimal rain
- **No distinct seasons**—warm and wet throughout the year

Monsoon influences (northeast and southwest) bring seasonal variations in wind and rainfall intensity.",,,,,,
EQ_0315,FIN,4,What is the significance of the 'efficient frontier' in portfolio management?,"The efficient frontier is a concept in portfolio theory that represents the set of optimal portfolios that offer the highest expected return for a given level of risk, or the lowest risk for a given level of return, helping investors to make informed decisions.",,,,,,,
EQ_0316,SCI,5,"What is the precise sediment thickness at the Vostok Station in Antarctica, as measured by seismic surveys?",The sediment thickness at Vostok Station is approximately 140 meters.,"The precise sediment thickness at the Vostok Station in Antarctica, as measured by seismic surveys, is approximately 4,000 meters (13,124 feet).",,,,,,
EQ_0317,LAW,5,How many members are on the U.S. Sentencing Commission as stipulated by 28 U.S.C. § 991?,The U.S. Sentencing Commission has seven voting members as stipulated by 28 U.S.C. § 991.,The **U.S. Sentencing Commission** consists of **seven members** as stipulated by **28 U.S.C. § 991(a)**.,,,,,,
EQ_0318,SCI,1,What is the primary method for measuring the concentration of a solution?,"The primary method for measuring the concentration of a solution is through molarity, which is moles of solute per liter of solution.",The primary method for measuring the concentration of a solution is **titration**.,,,,,,
EQ_0319,CULT,1,Which museum is located at 1000 Fifth Avenue in New York City?,The museum located at 1000 Fifth Avenue in New York City is the Metropolitan Museum of Art.,The museum located at 1000 Fifth Avenue in New York City is the Museum of Modern Art (MoMA).,,,,,,
EQ_0320,HIST,1,The transatlantic slave trade forcibly brought millions of enslaved Africans to which continent?,The transatlantic slave trade forcibly brought millions of enslaved Africans to the Americas.,"The transatlantic slave trade forcibly brought millions of enslaved Africans to the continent of the Americas. Specifically, it primarily involved transporting them to what is now the United States, Brazil, the Caribbean, and other parts of South and Central America.",,,,,,
EQ_0321,BIO,1,Which organ is responsible for filtering blood and removing old red blood cells?,The spleen is the organ primarily responsible for filtering blood and removing old or damaged red blood cells.,The spleen is the organ responsible for filtering blood and removing old red blood cells.,,,,,,
EQ_0322,TECH,5,"In the context of operating system design, what is the primary function of the 'vfork' system call, and how does it differ from 'fork'?","The 'vfork' system call creates a new process that shares the same memory space as the parent process until the child process either calls 'exec' or '_exit'. Unlike 'fork', 'vfork' does not copy the parent's page tables, making it more efficient for certain use cases.","In the context of operating system design, the primary function of the 'vfork' system call is to create a new process by duplicating the current process, but it differs from 'fork' in that it also copies the parent process's memory space into the child process's memory space. This is done by calling the 'vfork' system call, which returns the child process's process ID, and then the parent process can execute its own code before the child process's memory space is initialized.",,,,,,
EQ_0323,LAW,4,What is the significance of the case of Lochner v. New York in the context of substantive due process?,"Lochner v. New York is a Supreme Court case that exemplified the doctrine of substantive due process, holding that a state law regulating working hours was unconstitutional as it interfered with the right to contract.","In the context of substantive due process, the case of Lochner v. New York (1905) is significant because it established the ""substantive due process"" doctrine, which held that the state of New York's law limiting working hours for bakers was unconstitutional because it interfered with the right to contract and freedom of contract. This decision effectively limited the power of the state to regulate economic matters, and it was later overturned by the Supreme Court in West Coast Hotel Co. v. Parrish (1937), which restored the state's authority to regulate economic matters through substantive due process.",,,,,,
EQ_0324,LAW,5,What was the specific ratio of judges required for a full court rehearing en banc in the U.S. Court of Appeals for the Ninth Circuit before 2023?,"Before 2023, a majority of the non-recused active judges of the U.S. Court of Appeals for the Ninth Circuit were required for a full court rehearing en banc, which typically meant 11 out of 29 judges.","Before 2023, a full court rehearing en banc in the U.S. Court of Appeals for the Ninth Circuit required a vote of at least 8 active judges in favor of rehearing, out of 11 or more active judges.",,,,,,
EQ_0325,SCI,3,What is the term for a device that produces a coherent beam of light by amplifying light through stimulated emission?,"The device is called a 'laser'. Lasers produce a coherent beam of light by amplifying light through the process of stimulated emission, where photons of a specific wavelength stimulate the emission of more photons of the same wavelength.",The term for such a device is a **laser**.,,,,,,
EQ_0326,GEO,4,Which country has the highest population density among countries with a population over 10 million?,"As of 2020, Bangladesh had the highest population density among countries with a population over 10 million, with approximately 1,265 people per square kilometer.","As of 2021, Monaco holds the highest population density among countries with a population over 10 million, with an estimated 22,363 people per square kilometer. However, it is important to note that Monaco's total population is around 39,000, which is significantly lower than other countries mentioned. If we consider large countries, Singapore has the highest population density among countries with a population over 10 million, with an estimated 8,398 people per square kilometer.",,,,,,
